V1 V2 V3 V4 V5 V6 V7 V8
13 3867747 15 830 20 22 1 13
13 3808396 15 829 22 25 1 13
13 4219561 15 831 25 29 1 13
13 4990191 15 833 29 34 1 13
13 4360205 15 832 25 40 1 13
13 5072315 15 834 32 40 1 13
13 5595598 15 835 40 45 1 13
13 6887065 15 837 45 56 1 13
13 6687418 15 836 45 63 1 13
13 7058222 15 838 52 63 1 13
13 7567892 15 839 63 68 1 13
13 9108646 15 841 68 75 1 13
13 11249140 15 843 75 92 1 13
13 9032051 15 840 75 92 1 13
13 9805698 15 842 75 92 1 13
13 11633531 15 844 92 98 1 13
13 12965488 15 846 98 110 1 13
13 13324915 15 848 110 125 1 13
13 13195821 15 847 110 112 1 13
13 13749254 15 849 114 120 1 13
13 13826965 15 850 114 120 1 13
13 15223256 15 851 120 127 1 13
13 16707896 15 853 120 127 1 13
13 16539089 15 852 127 132 1 13
13 17339782 15 857 132 136 1 13
13 17104145 15 854 136 143 1 13
13 17201704 15 855 136 143 1 13
13 20524013 15 861 148 148 2 13
13 19455356 15 859 147 148 2 13
13 20685094 15 862 148 159 2 13
13 19662547 15 860 148 150 2 13
13 17258511 15 856 159 159 2 13
13 17974595 15 858 159 161 2 13
14 20613710 16 910 147 149 1 14
14 17708623 16 907 146 145 1 14
14 20875428 16 911 147 145 1 14
14 20005347 16 908 147 132 1 14
14 20291715 16 909 147 145 1 14
14 16833836 16 906 143 138 1 14
14 16259699 16 905 136 132 1 14
14 16017426 16 904 130 129 1 14
14 14983354 16 902 127 121 1 14
14 13662766 16 899 119 109 1 14
14 13982516 16 900 107 102 1 14
14 14062866 16 901 107 99 1 14
14 13206507 16 898 104 99 1 14
14 13114028 16 897 97 80 1 14
14 12706458 16 896 91 75 1 14
14 11136884 16 890 73 73 1 14
14 11460868 16 891 71 61 1 14
14 11533856 16 892 71 61 1 14
14 10377621 16 889 59 55 1 14
14 10356219 16 888 59 55 1 14
14 9172737 16 887 53 48 1 14
14 9022618 16 886 53 48 1 14
14 6184295 16 878 46 30 1 14
14 6844983 16 881 46 40 1 14
14 6335264 16 879 38 38 1 14
14 7767824 16 882 36 37 1 14
14 5957612 16 877 35 30 1 14
14 6556087 16 880 46 30 1 14
14 5284248 16 875 29 30 1 14
14 4858617 16 874 26 26 1 14
14 4701939 16 873 35 25 1 14
14 3851631 16 872 26 25 1 14
14 3399173 16 869 23 20 1 14
14 3582948 16 870 18 18 1 14
14 3068469 16 868 15 17 1 14
14 2492926 16 865 8 10 1 14
14 2533260 16 866 8 10 1 14
14 2739438 16 867 8 9 1 14
14 3824050 16 871 2 4 1 14
14 1825630 16 864 2 2 1 14
14 517295 16 863 0 0 1 14
24 2402873 17 1329 0 0 2 24
24 958801 17 1323 12 17 1 24
24 2883251 17 1332 12 12 2 24
24 513300 17 1321 12 21 1 24
24 1690579 17 1326 17 17 2 24
24 182969 17 1320 12 21 1 24
24 5146302 17 1338 18 21 2 24
24 3464625 17 1334 18 21 2 24
24 2437952 17 1330 17 21 1 24
24 974276 17 1324 21 21 2 24
24 4068624 17 1335 23 23 2 24
24 5923626 17 1340 23 26 1 24
24 2019076 17 1327 26 30 2 24
24 6280624 17 1341 30 45 1 24
24 1186751 17 1325 45 55 2 24
24 6567978 17 1342 45 55 1 24
24 6945855 17 1343 55 60 1 24
24 7047078 17 1344 60 72 1 24
24 7693489 17 1348 72 79 1 24
24 7397616 17 1347 79 81 1 24
24 8318950 17 1350 81 97 1 24
24 8386904 17 1351 97 104 1 24
24 10210163 17 1353 104 116 2 24
24 10221532 17 1354 104 119 2 24
24 11109423 17 1360 104 121 2 24
24 10949329 17 1358 104 120 2 24
24 10419887 17 1355 114 119 2 24
24 10520737 17 1356 116 119 2 24
24 10975320 17 1359 119 120 2 24
24 12645048 17 1364 120 121 2 24
24 12720444 17 1365 121 122 1 24
24 11564871 17 1362 121 122 2 24
24 11234994 17 1361 125 128 2 24
24 13016321 17 1366 125 137 1 24
24 10531118 17 1357 128 135 2 24
24 13277758 17 1367 135 137 1 24
9 23274573 18 612 157 160 1 9
9 24641244 18 616 149 152 1 9
9 24683913 18 617 149 152 1 9
9 23487776 18 613 149 152 1 9
9 24271089 18 615 149 152 1 9
9 24176903 18 614 148 151 1 9
9 21507683 18 611 148 140 1 9
9 20601255 18 609 137 132 1 9
9 19903222 18 607 137 130 1 9
9 20184578 18 608 127 128 1 9
9 19499651 18 605 127 122 1 9
9 18587291 18 604 119 121 1 9
9 17552062 18 601 118 104 1 9
9 17032481 18 599 118 102 1 9
9 15530571 18 595 104 102 2 9
9 16167697 18 597 101 101 2 9
9 17432664 18 600 98 88 1 9
9 16367599 18 598 93 88 2 9
9 14759354 18 593 72 75 1 9
9 13025657 18 592 72 75 1 9
9 7174630 18 582 69 72 1 9
9 11410800 18 591 69 59 1 9
9 11154961 18 590 69 59 1 9
9 10048070 18 589 56 53 1 9
9 9528284 18 588 50 48 1 9
9 6485961 18 580 45 46 1 9
9 7730319 18 584 43 41 1 9
9 8523733 18 586 45 41 1 9
9 9069630 18 587 43 41 1 9
9 7339587 18 583 36 39 1 9
9 7010430 18 581 36 30 1 9
9 6218998 18 579 27 23 1 9
9 5424570 18 576 20 19 1 9
9 4921476 18 573 16 17 1 9
9 5302124 18 575 14 10 1 9
9 4939714 18 574 14 10 1 9
9 2105412 18 569 7 6 1 9
9 495919 18 567 0 3 1 9
9 2308480 18 570 0 0 1 9
9 1662962 18 568 0 0 1 9
20 15596248 19 1207 103 110 1 20
20 15320943 19 1205 103 110 1 20
20 14636846 19 1204 101 99 1 20
20 14192535 19 1203 103 99 1 20
20 15628035 19 1208 103 107 1 20
20 14031473 19 1202 92 99 1 20
20 13265091 19 1199 92 94 1 20
20 10231660 19 1192 87 74 1 20
20 10329849 19 1193 87 80 1 20
20 9654660 19 1191 73 79 1 20
20 8892222 19 1186 72 71 1 20
20 9492466 19 1190 72 74 1 20
20 9256460 19 1189 64 71 1 20
20 9053214 19 1188 64 69 1 20
20 8634010 19 1185 62 67 1 20
20 8130699 19 1183 60 65 1 20
20 8087411 19 1182 58 62 1 20
20 7571196 19 1180 60 58 1 20
20 7672485 19 1181 56 58 1 20
20 6132382 19 1178 51 56 1 20
20 7560809 19 1179 49 48 1 20
20 5000490 19 1175 41 38 1 20
20 5069928 19 1176 31 37 1 20
20 4829833 19 1174 30 35 1 20
20 4517280 19 1173 28 32 1 20
20 3342445 19 1171 25 25 1 20
20 4277293 19 1172 18 21 1 20
20 2964393 19 1170 14 17 1 20
20 1548071 19 1168 5 12 1 20
20 1950092 19 1169 5 12 1 20
20 728543 19 1166 5 7 2 20
20 1352781 19 1167 0 0 2 20
16 19061775 20 1012 160 164 1 16
16 20148049 20 1014 158 162 1 16
16 19390515 20 1013 158 157 1 16
16 17448082 20 1008 160 152 1 16
16 17950496 20 1011 148 150 1 16
16 17721406 20 1010 146 144 1 16
16 17580913 20 1009 146 135 1 16
16 17110535 20 1005 141 135 1 16
16 15188154 20 999 131 129 1 16
16 17390742 20 1007 141 129 1 16
16 16817707 20 1003 125 127 1 16
16 15416956 20 1000 123 119 1 16
16 17085785 20 1004 115 117 1 16
16 15173146 20 998 113 115 1 16
16 14851662 20 997 111 109 1 16
16 13917463 20 996 105 94 1 16
16 13225414 20 995 90 93 1 16
16 13167823 20 993 89 90 1 16
16 12646892 20 992 86 76 1 16
16 10820396 20 989 86 76 1 16
16 10941001 20 991 72 74 1 16
16 10830811 20 990 72 74 1 16
16 10133447 20 987 68 72 1 16
16 10487213 20 988 68 72 1 16
16 9115229 20 985 60 61 1 16
16 9204298 20 986 60 58 1 16
16 7672127 20 983 60 58 1 16
16 4941835 20 981 54 54 2 16
16 8031766 20 984 50 51 1 16
16 4807951 20 980 47 47 2 16
16 5404864 20 982 43 38 2 16
16 590786 20 971 34 30 2 16
16 960713 20 972 26 24 2 16
16 1989578 20 976 20 20 2 16
16 1356244 20 973 16 16 2 16
16 1493653 20 974 12 15 2 16
16 1755820 20 975 12 15 2 16
16 2095518 20 977 6 10 2 16
16 3423755 20 979 6 0 2 16
16 3018522 20 978 0 0 2 16
23 7756936 21 1301 159 158 2 23
23 7472283 21 1300 159 150 2 23
23 8938762 21 1304 159 146 1 23
23 10133391 21 1305 156 146 1 23
23 8746349 21 1303 159 146 1 23
23 8000174 21 1302 159 146 1 23
23 10406845 21 1309 132 133 1 23
23 10240845 21 1307 132 133 1 23
23 10369994 21 1308 131 132 1 23
23 10566056 21 1310 130 117 1 23
23 10166931 21 1306 115 112 1 23
23 5479024 21 1298 110 104 1 23
23 14511710 21 1319 102 103 1 23
23 11639956 21 1311 101 92 1 23
23 12870347 21 1314 101 92 1 23
23 13424690 21 1315 90 87 1 23
23 14051516 21 1316 85 77 1 23
23 654173 21 1283 76 77 1 23
23 14266515 21 1317 75 76 1 23
23 14395999 21 1318 74 73 2 23
23 702328 21 1284 71 70 1 23
23 441043 21 1282 68 69 2 23
23 805237 21 1285 67 60 2 23
23 1449543 21 1286 67 60 2 23
23 1561050 21 1287 59 60 2 23
23 2182486 21 1289 48 50 2 23
23 2122055 21 1288 48 32 2 23
23 3278467 21 1293 30 28 2 23
23 3682482 21 1294 25 23 2 23
23 4133209 21 1296 15 17 2 23
23 4079526 21 1295 15 17 2 23
23 5291800 21 1297 15 2 2 23
23 6641448 21 1299 0 0 2 23
22 14524416 22 1281 95 95 1 22
22 14307981 22 1280 95 94 1 22
22 13638672 22 1277 93 93 1 22
22 13536205 22 1276 93 90 1 22
22 12301830 22 1272 90 89 1 22
22 12325150 22 1273 93 85 1 22
22 12800515 22 1275 90 89 1 22
22 11610506 22 1270 87 85 1 22
22 12193633 22 1271 87 85 1 22
22 11469679 22 1269 85 81 1 22
22 10936578 22 1268 85 81 1 22
22 9459522 22 1264 81 77 1 22
22 9931253 22 1266 81 66 1 22
22 10007348 22 1267 83 63 1 22
22 9567370 22 1265 81 66 1 22
22 8593327 22 1263 66 63 1 22
22 7850035 22 1262 63 58 1 22
22 7144748 22 1261 58 49 1 22
22 6807455 22 1260 49 37 2 22
22 5321497 22 1258 49 41 2 22
22 5681109 22 1259 37 37 2 22
22 4745356 22 1257 37 31 1 22
22 3508409 22 1256 31 11 1 22
22 2142022 22 1255 11 5 1 22
22 1931845 22 1254 11 5 1 22
22 1523456 22 1253 3 0 1 22
22 887858 22 1250 3 0 1 22
22 1474405 22 1252 3 0 1 22
22 1196443 22 1251 0 0 1 22
29 10253274 23 1524 76 76 1 29
29 8298674 23 1521 72 72 1 29
29 8517626 23 1522 72 65 1 29
29 8756815 23 1523 72 65 1 29
29 7951142 23 1520 65 57 1 29
29 7020193 23 1517 57 41 1 29
29 7155138 23 1519 57 43 1 29
29 7074908 23 1518 57 43 1 29
29 6884563 23 1516 43 41 1 29
29 6519719 23 1515 41 36 1 29
29 6207623 23 1514 37 36 1 29
29 6047711 23 1513 36 34 1 29
29 5798242 23 1512 34 32 1 29
29 4313800 23 1509 9 6 1 29
29 3540780 23 1508 6 5 1 29
29 639922 23 1501 0 0 1 29
29 2479260 23 1503 5 0 1 29
29 190693 23 1497 1 1 1 29
29 287289 23 1498 1 0 1 29
6 24234086 24 418 147 149 1 6
6 24332416 24 420 147 149 1 6
6 26268839 24 422 147 149 1 6
6 24298444 24 419 146 148 1 6
6 23991951 24 417 146 141 1 6
6 21612791 24 416 139 131 1 6
6 21401059 24 415 129 125 1 6
6 19746901 24 413 123 111 1 6
6 20110482 24 414 123 116 1 6
6 19321659 24 412 109 111 1 6
6 18497780 24 411 109 100 1 6
6 16914055 24 409 98 92 1 6
6 18179955 24 410 109 96 1 6
6 16859175 24 408 94 92 1 6
6 16176579 24 406 90 88 1 6
6 15160666 24 403 90 86 1 6
6 15173724 24 404 88 88 1 6
6 15327271 24 405 84 86 1 6
6 14961720 24 402 84 85 1 6
6 14009747 24 401 83 80 1 6
6 13764052 24 399 78 78 1 6
6 12591646 24 397 77 78 1 6
6 16303675 24 407 76 71 1 6
6 13929862 24 400 78 71 1 6
6 13489747 24 398 72 63 1 6
6 10408006 24 396 53 55 1 6
6 9209200 24 393 53 49 1 6
6 10289669 24 395 53 50 1 6
6 9094594 24 392 47 49 1 6
6 8458005 24 391 47 37 1 6
6 7571956 24 389 47 37 1 6
6 8258356 24 390 47 37 1 6
6 5663725 24 388 35 30 1 6
6 4464031 24 387 28 20 1 6
6 3942617 24 386 18 16 1 6
6 3585611 24 385 14 13 1 6
6 3412134 24 384 11 9 1 6
6 144614 24 379 4 0 1 6
6 3242386 24 383 4 6 1 6
6 2519743 24 382 4 2 1 6
6 2433397 24 381 0 0 1 6
19 1992589 25 1126 0 0 1 19
19 3585046 25 1131 4 4 1 19
19 2591852 25 1127 4 6 1 19
19 3118953 25 1129 0 11 1 19
19 4540560 25 1133 11 17 1 19
19 5955494 25 1136 11 17 1 19
19 4076791 25 1132 11 17 1 19
19 2788434 25 1128 17 24 1 19
19 4857985 25 1134 24 39 1 19
19 6855539 25 1138 24 39 1 19
19 7748358 25 1140 39 49 1 19
19 8498113 25 1142 49 55 1 19
19 8459696 25 1141 49 55 1 19
19 8742045 25 1145 57 61 1 19
19 8656247 25 1144 54 61 1 19
19 10309374 25 1146 61 76 1 19
19 11474164 25 1149 73 76 1 19
19 11115443 25 1147 76 79 1 19
19 11408525 25 1148 79 86 1 19
19 16461360 25 1164 86 99 1 19
19 12553085 25 1151 79 99 1 19
19 13334989 25 1154 86 96 1 19
19 15888552 25 1161 98 99 1 19
19 13503274 25 1155 98 98 1 19
19 15098570 25 1159 86 99 1 19
19 14516572 25 1157 101 101 1 19
19 11971809 25 1150 99 99 1 19
19 14138255 25 1156 101 101 1 19
19 12655101 25 1152 101 108 1 19
19 13057280 25 1153 108 113 1 19
26 11405606 26 1446 99 105 4 26
26 10911113 26 1445 96 102 4 26
26 10332721 26 1444 96 98 4 26
26 9737471 26 1443 92 96 4 26
26 9049966 26 1442 90 78 4 26
26 7898592 26 1438 72 72 4 26
26 8251834 26 1440 77 77 4 26
26 7642947 26 1434 67 68 4 26
26 8183711 26 1439 72 71 4 26
26 7814377 26 1437 67 72 4 26
26 7630298 26 1433 66 68 4 26
26 7705838 26 1436 66 71 4 26
26 7680503 26 1435 62 68 4 26
26 7054710 26 1432 62 64 4 26
26 6484730 26 1431 58 52 4 26
26 5328995 26 1428 46 42 4 26
26 5780543 26 1430 46 43 4 26
26 5557015 26 1429 36 42 4 26
26 4325677 26 1425 36 28 4 26
26 4610425 26 1426 22 20 4 26
26 3898783 26 1423 14 18 4 26
26 3341507 26 1421 12 15 4 26
26 3183442 26 1420 12 15 4 26
26 1202531 26 1409 5 8 4 26
26 1737418 26 1411 5 0 4 26
26 1124865 26 1408 5 7 4 26
26 1427807 26 1410 5 0 4 26
26 2406745 26 1416 5 8 4 26
26 904037 26 1406 5 7 4 26
26 1109066 26 1407 2 7 4 26
26 1949396 26 1414 1 0 4 26
26 2062971 26 1415 0 0 4 26
27 1688610 27 1449 0 0 3 27
27 1521906 27 1448 1 1 3 27
27 2123980 27 1451 1 5 3 27
27 2370630 27 1452 1 7 3 27
27 2926566 27 1454 6 7 3 27
27 3898734 27 1456 7 19 3 27
27 4145742 27 1457 19 24 3 27
27 3581733 27 1455 7 26 3 27
27 4578635 27 1458 22 26 3 27
27 4699746 27 1459 26 28 3 27
27 5022019 27 1461 28 39 3 27
27 6166230 27 1462 39 57 3 27
27 7205574 27 1463 39 57 3 27
27 7502407 27 1464 46 57 3 27
27 7985866 27 1465 62 62 3 27
27 9297273 27 1466 62 79 3 27
27 9990867 27 1468 79 81 3 27
27 11705490 27 1470 89 89 3 27
27 11527450 27 1469 89 97 3 27
27 12006184 27 1471 97 100 3 27
28 11013827 28 1496 93 96 6 28
28 10630407 28 1495 90 93 6 28
28 10313073 28 1494 90 90 6 28
28 10098649 28 1493 87 85 6 28
28 8471660 28 1487 82 75 6 28
28 8706732 28 1490 82 74 6 28
28 8656412 28 1489 82 74 6 28
28 8223559 28 1486 71 74 6 28
28 7952942 28 1485 64 67 6 28
28 6661406 28 1484 64 60 6 28
28 6168580 28 1483 57 52 6 28
28 5548479 28 1482 49 41 6 28
28 5520136 28 1481 49 41 6 28
28 5349970 28 1480 36 35 6 28
28 5338822 28 1479 36 35 6 28
28 4468153 28 1478 32 32 6 28
28 2346984 28 1476 10 13 6 28
28 3159591 28 1477 24 13 6 28
28 533081 28 1474 10 11 6 28
28 1368911 28 1475 8 3 6 28
28 374931 28 1473 0 0 6 28
25 916838 29 1370 0 0 5 25
25 599262 29 1369 1 1 5 25
25 1884116 29 1374 1 3 5 25
25 3370679 29 1379 3 9 2 25
25 3348416 29 1378 3 12 2 25
25 4898245 29 1386 12 16 5 25
25 3824675 29 1381 3 19 2 25
25 4072753 29 1382 19 20 2 25
25 4794414 29 1385 20 26 5 25
25 4365190 29 1383 20 21 5 25
25 4754703 29 1384 26 26 5 25
25 6019866 29 1387 26 32 5 25
25 7176546 29 1388 32 39 5 25
25 7656838 29 1390 39 49 5 25
25 8996825 29 1393 39 56 2 25
25 9678752 29 1395 45 65 2 25
25 8951976 29 1392 45 50 2 25
25 9413495 29 1394 56 56 2 25
25 8557994 29 1391 56 62 2 25
25 10389634 29 1397 62 65 5 25
25 10243508 29 1396 62 67 5 25
25 13027851 29 1404 62 68 5 25
25 12603855 29 1401 74 75 5 25
25 11560734 29 1398 68 68 5 25
25 11984903 29 1399 68 74 5 25
25 12012962 29 1400 68 74 5 25
25 12858482 29 1403 74 74 5 25
25 13421062 29 1405 74 75 5 25
