V1 V2 V3 V4 V5 V6 V7 V8
18 6962724 53 921 86 87 1 18
18 7508407 53 924 86 87 1 18
18 7170657 53 923 90 90 1 18
18 8979697 53 931 90 93 1 18
18 7652093 53 926 93 96 1 18
18 8687147 53 929 96 102 1 18
18 9009965 53 932 102 110 1 18
18 9421248 53 933 102 110 1 18
18 9610953 53 934 111 114 1 18
18 9635606 53 935 111 111 1 18
18 10343563 53 937 114 116 1 18
18 11830502 53 942 116 117 2 18
18 11366871 53 941 117 123 2 18
18 8831549 53 930 123 127 1 18
18 11096930 53 940 127 128 2 18
18 9998744 53 936 128 134 1 18
19 11163491 15 982 107 114 2 19
19 11357685 15 983 100 107 2 19
19 8414826 15 976 100 101 1 19
19 9945589 15 979 100 107 2 19
19 11033868 15 981 94 101 2 19
19 11370778 15 984 94 101 2 19
19 10885735 15 980 83 87 2 19
19 8356470 15 975 80 84 1 19
19 8945555 15 977 80 84 1 19
19 11679988 15 985 77 77 2 19
19 8333092 15 974 70 76 1 19
19 7924484 15 973 69 68 1 19
19 7146199 15 971 61 60 1 19
19 6405416 15 966 53 58 1 19
19 7068104 15 970 51 55 1 19
19 6688934 15 967 47 52 1 19
19 6871829 15 969 47 54 1 19
19 6738095 15 968 45 43 1 19
19 5037228 15 962 36 37 1 19
19 5684075 15 964 36 37 1 19
19 4561922 15 960 30 35 1 19
19 4687569 15 961 30 35 1 19
19 3929462 15 958 26 30 1 19
19 5109582 15 963 26 33 1 19
19 4300969 15 959 23 26 1 19
19 3049229 15 954 19 13 1 19
19 3454861 15 956 19 13 1 19
19 2328130 15 951 11 11 1 19
19 2749298 15 953 6 12 1 19
19 1687051 15 949 5 11 1 19
19 1949884 15 950 4 11 1 19
19 151506 15 945 2 9 1 19
19 2651129 15 952 2 0 1 19
19 763731 15 947 2 7 1 19
19 480224 15 946 0 0 1 19
20 11631811 26 1023 0 0 2 20
20 1374516 26 990 0 29 0 20
20 2208376 26 992 11 11 2 20
20 3016205 26 995 19 19 2 20
20 613781 26 986 19 28 2 20
20 702395 26 987 19 23 2 20
20 2233051 26 993 28 29 2 20
20 2856733 26 994 29 33 2 20
20 3060107 26 996 33 35 2 20
20 1748406 26 991 35 45 2 20
20 1034114 26 989 45 48 2 20
20 3863425 26 998 48 62 1 20
20 4349944 26 999 48 62 1 20
20 5533666 26 1000 62 78 1 20
20 6154153 26 1001 78 83 1 20
20 6206350 26 1003 83 85 1 20
20 7946851 26 1009 85 90 2 20
20 6954196 26 1005 90 91 1 20
20 7678404 26 1008 91 94 2 20
20 7004180 26 1006 94 98 1 20
20 7228002 26 1007 98 103 2 20
20 8381220 26 1011 98 103 1 20
20 8798683 26 1013 103 107 1 20
20 9362047 26 1014 107 110 1 20
20 10030862 26 1017 110 116 1 20
20 11186653 26 1020 110 113 1 20
20 9657969 26 1016 110 119 1 20
20 10456390 26 1018 116 119 1 20
20 11347946 26 1021 116 116 1 20
20 10676636 26 1019 119 129 1 20
20 11400801 26 1022 119 119 1 20
21 203548 6 1025 0 0 2 21
21 2733029 6 1038 19 24 2 21
21 810747 6 1028 19 39 2 21
21 99872 6 1024 19 19 2 21
21 2227590 6 1036 24 33 2 21
21 546963 6 1026 33 34 2 21
21 949071 6 1029 33 34 2 21
21 1724722 6 1033 36 39 2 21
21 669090 6 1027 36 43 2 21
21 963060 6 1030 36 36 2 21
21 1110932 6 1031 39 43 2 21
21 2917112 6 1039 43 44 1 21
21 1587298 6 1032 44 45 2 21
21 2718346 6 1037 45 47 2 21
21 3276583 6 1042 47 52 1 21
21 3920231 6 1044 52 54 1 21
21 4912046 6 1048 54 58 1 21
21 4390667 6 1047 58 60 1 21
21 1739383 6 1034 60 63 2 21
21 5214703 6 1050 63 74 1 21
21 5195895 6 1049 74 76 1 21
21 5445416 6 1051 76 82 1 21
21 5960124 6 1052 82 84 1 21
21 6491757 6 1055 84 88 1 21
21 6887388 6 1058 84 96 1 21
21 6618927 6 1057 87 88 1 21
21 6132377 6 1053 91 91 1 21
21 6507179 6 1056 91 96 1 21
21 7129647 6 1060 96 104 1 21
21 8259339 6 1061 104 115 1 21
21 8522830 6 1062 115 118 1 21
21 8862840 6 1063 115 118 1 21
21 9109594 6 1065 121 121 1 21
21 9413237 6 1066 125 138 1 21
21 9912403 6 1067 125 125 1 21
21 10110211 6 1069 138 140 1 21
21 10390801 6 1070 138 140 1 21
21 10682661 6 1072 138 138 1 21
21 9972054 6 1068 138 140 1 21
22 2602682 22 1083 0 0 2 22
22 1032725 22 1074 9 15 2 22
22 1558426 22 1076 9 23 2 22
22 1729610 22 1079 9 23 2 22
22 2287027 22 1082 9 9 2 22
22 1691059 22 1078 17 17 2 22
22 1985305 22 1080 17 19 2 22
22 1261505 22 1075 18 23 2 22
22 1573720 22 1077 18 23 2 22
22 3312175 22 1085 23 36 1 22
22 2979871 22 1084 36 37 1 22
22 3782272 22 1087 37 53 1 22
22 4635806 22 1088 37 53 1 22
22 5294631 22 1089 37 53 1 22
22 5491165 22 1091 37 53 1 22
22 5331226 22 1090 52 53 1 22
22 5734600 22 1092 59 59 1 22
22 5865143 22 1093 59 59 1 22
22 6037890 22 1094 59 59 1 22
22 6240264 22 1096 63 63 1 22
22 6628829 22 1098 63 66 1 22
22 6164422 22 1095 66 73 1 22
22 6601816 22 1097 66 66 1 22
22 6692286 22 1099 66 73 1 22
22 6796034 22 1100 73 79 1 22
22 7507573 22 1102 79 85 1 22
22 8281326 22 1103 90 90 1 22
22 9126986 22 1105 90 99 1 22
22 8916841 22 1104 99 106 1 22
23 2103447 11 1108 0 0 1 23
23 2066440 11 1107 13 24 1 23
23 3652023 11 1117 13 13 2 23
23 2387733 11 1109 24 26 1 23
23 3812310 11 1118 26 27 2 23
23 3205009 11 1112 27 28 2 23
23 3363531 11 1114 28 30 2 23
23 3486185 11 1116 28 30 2 23
23 3179859 11 1111 42 42 2 23
23 4259907 11 1119 42 54 1 23
23 4489630 11 1120 42 50 1 23
23 4500471 11 1121 42 50 1 23
23 8384515 11 1140 50 54 1 23
23 4781139 11 1123 52 54 1 23
23 4950679 11 1124 57 64 1 23
23 5008974 11 1125 57 57 1 23
23 5123594 11 1126 64 65 1 23
23 5308036 11 1127 65 73 1 23
23 5755526 11 1131 65 73 1 23
23 6008370 11 1133 73 75 1 23
23 5606057 11 1130 75 87 1 23
23 6585364 11 1134 87 89 1 23
23 7317442 11 1136 89 91 1 23
23 10185760 11 1150 91 104 1 23
23 9320770 11 1146 91 102 1 23
23 10478656 11 1151 94 102 1 23
23 9045537 11 1144 102 104 1 23
23 9266459 11 1145 102 102 1 23
23 8441649 11 1141 104 108 1 23
24 8029508 21 1174 96 97 2 24
24 6964382 21 1172 72 73 2 24
24 8317804 21 1176 72 70 2 24
24 8082117 21 1175 69 64 2 24
24 8476060 21 1178 63 61 2 24
24 8899759 21 1179 60 57 2 24
24 8926166 21 1180 60 57 2 24
24 9188773 21 1181 55 56 2 24
24 9313227 21 1182 55 49 2 24
24 9603232 21 1183 52 49 2 24
24 10018273 21 1185 48 41 2 24
24 10242766 21 1186 40 38 2 24
24 5560543 21 1169 37 34 1 24
24 5748035 21 1171 37 34 1 24
24 3724305 21 1163 22 12 1 24
24 4507023 21 1166 22 19 1 24
24 4912727 21 1168 22 23 1 24
24 3960643 21 1165 19 19 1 24
24 1993422 21 1159 11 12 1 24
24 2778272 21 1161 11 12 1 24
24 1544372 21 1157 6 7 1 24
24 1077212 21 1155 2 1 1 24
24 729576 21 1152 2 3 1 24
24 901995 21 1154 0 0 1 24
25 749910 18 1190 0 0 2 25
25 2562994 18 1195 6 6 2 25
25 2870705 18 1196 6 8 2 25
25 1230399 18 1191 8 16 2 25
25 1834354 18 1192 16 31 2 25
25 723131 18 1189 16 17 2 25
25 1892237 18 1193 17 31 2 25
25 3261432 18 1197 31 41 1 25
25 3708523 18 1198 41 44 1 25
25 4311509 18 1200 44 49 1 25
25 4212726 18 1199 49 59 1 25
25 4790278 18 1202 49 55 1 25
25 4760004 18 1201 52 59 1 25
25 5037356 18 1203 59 64 1 25
25 5122817 18 1204 59 70 1 25
25 5236220 18 1205 64 70 1 25
25 6196554 18 1207 70 78 1 25
25 6238069 18 1208 70 78 1 25
25 6167428 18 1206 78 82 1 25
25 6648447 18 1209 82 85 1 25
25 6835531 18 1210 85 86 1 25
25 7118767 18 1211 86 93 1 25
25 7480239 18 1213 93 97 1 25
25 7529097 18 1214 97 99 1 25
25 7380952 18 1212 99 100 1 25
25 7984933 18 1215 99 100 1 25
25 9062788 18 1219 99 110 1 25
25 8295668 18 1217 105 105 1 25
25 9555646 18 1220 105 110 1 25
25 9792996 18 1223 105 110 1 25
25 10180820 18 1224 114 114 1 25
25 8846937 18 1218 114 115 1 25
25 9570434 18 1221 115 116 1 25
26 9034063 34 1250 109 104 1 26
26 9397085 34 1252 109 113 1 26
26 7864764 34 1247 100 104 1 26
26 9204916 34 1251 100 90 1 26
26 8077138 34 1248 86 90 1 26
26 6789438 34 1244 74 66 1 26
26 6877479 34 1245 74 66 1 26
26 6214946 34 1242 62 60 1 26
26 4437621 34 1238 56 56 1 26
26 6164506 34 1241 56 56 1 26
26 5603931 34 1239 52 53 1 26
26 3549724 34 1234 49 35 1 26
26 3582646 34 1235 49 35 1 26
26 3978586 34 1237 31 29 1 26
26 3923832 34 1236 25 24 1 26
26 2952967 34 1233 20 10 1 26
26 1840104 34 1231 6 9 1 26
26 1444148 34 1229 5 8 1 26
26 1311909 34 1228 4 7 1 26
26 1880306 34 1232 3 6 1 26
26 194397 34 1225 3 4 1 26
26 1633987 34 1230 0 0 1 26
26 511513 34 1226 0 4 1 26
27 2561340 27 1265 0 0 1 27
27 687736 27 1256 13 21 1 27
27 940584 27 1257 13 13 1 27
27 2276167 27 1263 21 23 1 27
27 6606984 27 1277 23 28 1 27
27 274781 27 1254 28 32 1 27
27 2680383 27 1268 32 35 1 27
27 2627610 27 1267 35 45 1 27
27 1657685 27 1259 45 50 1 27
27 2549095 27 1264 45 51 1 27
27 1395025 27 1258 50 63 1 27
27 622291 27 1255 50 54 1 27
27 2122522 27 1261 54 54 1 27
27 2581125 27 1266 54 59 1 27
27 3100095 27 1269 54 59 1 27
27 3951983 27 1271 59 63 1 27
27 4427656 27 1272 59 60 1 27
27 206974 27 1253 60 62 1 27
27 3380762 27 1270 62 73 1 27
27 2194754 27 1262 73 73 1 27
27 6217198 27 1276 73 90 1 27
27 5862295 27 1275 90 94 1 27
27 5731851 27 1274 94 102 1 27
27 7799515 27 1280 102 116 1 27
27 9847337 27 1283 116 120 1 27
27 6625100 27 1278 120 120 1 27
27 7395760 27 1279 126 131 1 27
27 8166362 27 1281 126 126 1 27
27 9754189 27 1282 131 134 1 27
28 6493349 24 1303 117 125 2 28
28 6665783 24 1304 105 113 2 28
28 7100513 24 1307 105 109 1 28
28 9078700 24 1315 101 103 1 28
28 5773842 24 1302 95 99 2 28
28 7480719 24 1308 91 86 1 28
28 8598026 24 1314 89 97 1 28
28 8138673 24 1310 79 87 1 28
28 8427163 24 1313 79 87 1 28
28 7086846 24 1306 78 86 1 28
28 7505573 24 1309 78 80 1 28
28 6983519 24 1305 72 70 1 28
28 4880864 24 1300 62 56 1 28
28 5062145 24 1301 62 64 1 28
28 3675759 24 1296 48 43 1 28
28 4356138 24 1299 48 48 1 28
28 4020198 24 1298 40 46 1 28
28 3692095 24 1297 35 38 1 28
28 3660969 24 1295 30 34 1 28
28 3340878 24 1293 26 32 1 28
28 2563319 24 1292 24 24 1 28
28 2228286 24 1289 16 22 1 28
28 2434136 24 1291 16 19 1 28
28 1437463 24 1288 11 15 1 28
28 907542 24 1286 11 15 1 28
28 1395081 24 1287 7 8 1 28
28 529886 24 1285 0 0 1 28
29 3173403 29 1325 0 0 2 29
29 399068 29 1318 10 18 1 29
29 586937 29 1319 10 10 1 29
29 717523 29 1321 10 19 1 29
29 1420537 29 1322 19 22 1 29
29 1840657 29 1323 22 27 1 29
29 3894970 29 1326 27 54 0 29
29 5076244 29 1329 54 67 1 29
29 5256977 29 1330 67 70 1 29
29 7582963 29 1336 70 78 1 29
29 5644519 29 1331 78 83 1 29
29 6236147 29 1334 78 84 1 29
29 6187544 29 1333 83 84 1 29
29 7696899 29 1339 85 99 1 29
29 9016251 29 1345 85 85 1 29
29 7641164 29 1338 89 91 1 29
29 7912538 29 1340 89 91 1 29
29 7952129 29 1341 89 99 1 29
29 8074902 29 1342 91 93 1 29
29 8544288 29 1343 91 93 1 29
29 9085178 29 1346 92 93 1 29
29 7426898 29 1335 93 99 1 29
29 7624063 29 1337 93 93 1 29
30 7349110 12 1383 133 125 1 30
30 8815501 12 1387 133 134 1 30
30 8140986 12 1385 124 110 1 30
30 8971200 12 1389 124 107 1 30
30 8080891 12 1384 112 107 1 30
30 8386052 12 1386 112 107 1 30
30 6582971 12 1381 100 101 1 30
30 6924907 12 1382 100 89 1 30
30 5619905 12 1379 88 81 1 30
30 4912489 12 1377 80 76 1 30
30 5057374 12 1378 75 75 1 30
30 4322374 12 1372 74 61 1 30
30 4639515 12 1374 74 62 1 30
30 4845249 12 1376 74 62 1 30
30 4301505 12 1371 61 61 1 30
30 4680106 12 1375 61 61 1 30
30 3945073 12 1370 60 57 1 30
30 3721854 12 1367 56 54 1 30
30 3856214 12 1369 56 54 1 30
30 3761766 12 1368 53 52 1 30
30 2614994 12 1365 51 37 1 30
30 2537073 12 1364 36 34 1 30
30 3095448 12 1366 33 32 1 30
30 2155874 12 1362 31 30 1 30
30 1720370 12 1360 29 26 1 30
30 1657383 12 1359 27 27 1 30
30 650839 12 1352 26 26 1 30
30 1066580 12 1356 25 24 1 30
30 941870 12 1355 25 24 1 30
30 1188655 12 1357 19 20 1 30
30 2116752 12 1361 10 9 1 30
30 379393 12 1348 10 11 1 30
30 594066 12 1351 8 7 1 30
30 1441730 12 1358 6 1 1 30
30 305164 12 1347 0 0 1 30
31 7835066 23 1419 131 132 2 31
31 8124584 23 1420 112 113 2 31
31 8402297 23 1421 112 108 2 31
31 6053825 23 1413 107 107 2 31
31 6336345 23 1414 107 108 2 31
31 8731218 23 1423 106 95 2 31
31 8768505 23 1424 106 95 2 31
31 4855284 23 1409 94 87 1 31
31 6694687 23 1415 94 87 2 31
31 6807767 23 1416 86 83 2 31
31 7132816 23 1418 82 76 2 31
31 7027293 23 1417 75 70 2 31
31 4872732 23 1410 69 54 1 31
31 4230709 23 1407 53 46 1 31
31 4474328 23 1408 53 46 1 31
31 3521902 23 1406 45 37 1 31
31 3078373 23 1403 36 34 1 31
31 2932040 23 1400 33 33 1 31
31 3054360 23 1402 32 29 1 31
31 3331861 23 1404 28 20 1 31
31 3373617 23 1405 28 20 1 31
31 2352719 23 1398 19 8 1 31
31 2753155 23 1399 19 13 1 31
31 2261749 23 1397 12 8 1 31
31 1241452 23 1393 6 0 1 31
31 1270365 23 1394 6 2 1 31
31 1905053 23 1396 6 7 1 31
31 277466 23 1391 6 0 1 31
31 269002 23 1390 3 2 1 31
31 977152 23 1392 1 1 1 31
31 1403681 23 1395 0 0 1 31
32 281477 44 1427 0 0 1 32
32 1655227 44 1430 8 8 1 32
32 1904661 44 1431 8 8 1 32
32 1537037 44 1429 11 27 1 32
32 4181905 44 1434 27 34 1 32
32 3381195 44 1433 34 36 1 32
32 4731080 44 1436 36 43 1 32
32 6780201 44 1440 43 56 1 32
32 6410321 44 1437 56 62 1 32
32 6425833 44 1438 62 76 1 32
32 6655054 44 1439 62 76 1 32
32 7045779 44 1441 76 78 1 32
32 7436697 44 1444 78 81 1 32
32 8698070 44 1448 81 93 1 32
32 8661454 44 1447 83 93 1 32
32 7981780 44 1445 93 99 1 32
33 7607826 43 1469 92 98 1 33
33 6880988 43 1466 82 85 1 33
33 6956130 43 1467 82 85 1 33
33 7381016 43 1468 82 88 1 33
33 5495181 43 1464 76 73 1 33
33 6579318 43 1465 76 82 1 33
33 5306893 43 1463 67 71 1 33
33 5174737 43 1461 65 63 1 33
33 5283966 43 1462 65 68 1 33
33 4650723 43 1460 57 52 1 33
33 3886263 43 1459 46 51 1 33
33 3515627 43 1458 45 38 1 33
33 2955744 43 1457 32 34 1 33
33 2880422 43 1456 28 33 1 33
33 1946696 43 1453 27 28 1 33
33 2402954 43 1455 27 27 1 33
33 1694374 43 1451 10 16 1 33
33 1796723 43 1452 10 6 1 33
33 71110 43 1449 10 16 1 33
33 1650710 43 1450 0 0 1 33
34 387521 39 1470 0 0 1 34
34 2112718 39 1472 8 9 1 34
34 2384790 39 1473 8 8 1 34
34 1892946 39 1471 9 20 1 34
34 2751826 39 1474 20 28 1 34
34 3078733 39 1475 28 34 1 34
34 3465145 39 1479 34 36 1 34
34 3273447 39 1477 36 39 1 34
34 3311379 39 1478 39 60 0 34
34 3520430 39 1480 39 60 0 34
34 4483716 39 1481 60 62 1 34
34 5488697 39 1482 62 70 1 34
34 6599749 39 1486 70 75 1 34
34 6031427 39 1483 75 77 1 34
34 6199747 39 1484 77 82 1 34
34 8037946 39 1489 82 95 2 34
34 8712810 39 1493 82 94 2 34
34 7746487 39 1488 94 95 2 34
34 6477166 39 1485 98 102 1 34
34 8439253 39 1491 98 98 2 34
34 6621404 39 1487 102 109 1 34
35 7036693 19 1526 120 120 2 35
35 5743302 19 1521 109 109 2 35
35 6794619 19 1524 109 109 2 35
35 8092876 19 1528 109 109 2 35
35 8359389 19 1529 100 100 2 35
35 5654722 19 1519 89 89 2 35
35 6974603 19 1525 89 84 2 35
35 7891822 19 1527 84 76 2 35
35 5786559 19 1523 76 73 1 35
35 5583695 19 1518 73 72 1 35
35 5684218 19 1520 72 71 1 35
35 5754865 19 1522 71 66 1 35
35 4938036 19 1516 66 60 1 35
35 4398287 19 1513 60 56 1 35
35 4596792 19 1514 60 54 1 35
35 4112346 19 1511 57 53 1 35
35 4241919 19 1512 56 53 1 35
35 5363538 19 1517 53 51 1 35
35 4013204 19 1510 51 44 1 35
35 3587255 19 1507 44 41 1 35
35 3637900 19 1508 41 35 1 35
35 3555437 19 1506 35 34 1 35
35 3043741 19 1502 34 27 1 35
35 3121555 19 1503 34 27 1 35
35 3179083 19 1504 34 27 1 35
35 3230862 19 1505 28 27 1 35
35 2550089 19 1500 21 20 1 35
35 631790 19 1495 20 0 1 35
35 3827647 19 1509 15 13 1 35
35 2118544 19 1498 13 9 1 35
35 1288915 19 1497 11 9 1 35
35 789498 19 1496 11 9 1 35
35 2375830 19 1499 6 0 1 35
35 89023 19 1494 6 6 1 35
35 2624634 19 1501 0 0 1 35
36 6645615 40 1548 109 109 1 36
36 8000402 40 1551 109 115 1 36
36 7857422 40 1550 103 108 1 36
36 5831062 40 1547 102 80 0 36
36 6838443 40 1549 102 103 1 36
36 4919510 40 1544 97 94 1 36
36 4761440 40 1542 88 92 1 36
36 5387343 40 1546 86 84 1 36
36 4789425 40 1543 74 76 1 36
36 4943562 40 1545 70 74 1 36
36 4359440 40 1540 68 64 1 36
36 4386526 40 1541 68 64 1 36
36 3894335 40 1539 58 61 1 36
36 3414031 40 1538 55 54 1 36
36 3110307 40 1535 48 45 1 36
36 649710 40 1531 39 35 2 36
36 1535765 40 1533 29 29 2 36
36 1895768 40 1534 16 22 2 36
36 3343896 40 1537 16 6 1 36
36 770953 40 1532 0 0 2 36
37 7291457 37 1571 100 99 1 37
37 7765965 37 1572 100 104 1 37
37 6418775 37 1569 86 90 1 37
37 6842342 37 1570 86 78 1 37
37 8026317 37 1573 86 90 1 37
37 6351931 37 1568 77 59 0 37
37 8056351 37 1574 55 49 1 37
37 1102159 37 1553 45 37 1 37
37 4121948 37 1564 33 33 1 37
37 3943875 37 1563 29 30 1 37
37 3068053 37 1558 26 17 1 37
37 3187188 37 1560 26 18 1 37
37 3161931 37 1559 13 16 1 37
37 3272570 37 1561 13 16 1 37
37 1798315 37 1554 10 12 1 37
37 2823232 37 1557 10 12 1 37
37 1809776 37 1555 0 0 1 37
37 2796385 37 1556 0 4 1 37
37 77855 37 1552 0 0 1 37
38 7200361 45 1593 95 98 1 38
38 6539097 45 1591 86 89 1 38
38 6611725 45 1592 86 87 1 38
38 6514098 45 1590 84 85 1 38
38 5359983 45 1585 82 82 1 38
38 5553668 45 1586 82 82 1 38
38 6037297 45 1587 82 82 1 38
38 6252844 45 1588 82 82 1 38
38 4780526 45 1584 70 73 1 38
38 6480117 45 1589 70 54 1 38
38 3745802 45 1582 51 46 1 38
38 3015611 45 1580 43 25 0 38
38 3067894 45 1581 33 25 1 38
38 2426530 45 1579 22 10 1 38
38 1273609 45 1577 7 3 1 38
38 460345 45 1575 0 0 1 38
39 3782468 31 1610 0 0 2 39
39 3578598 31 1607 13 13 2 39
39 3710386 31 1608 13 13 2 39
39 2747749 31 1603 16 23 2 39
39 3063435 31 1604 16 23 2 39
39 3300347 31 1605 23 24 2 39
39 3961832 31 1611 23 24 2 39
39 1463690 31 1600 27 40 2 39
39 2277563 31 1602 27 27 2 39
39 1326291 31 1599 40 43 2 39
39 1142846 31 1598 43 58 2 39
39 313966 31 1594 58 69 2 39
39 835681 31 1596 58 69 2 39
39 463954 31 1595 69 75 2 39
39 4132561 31 1612 75 78 1 39
39 4719569 31 1613 78 84 1 39
39 4793816 31 1614 84 91 1 39
39 5518507 31 1616 88 91 1 39
39 5672521 31 1617 91 95 1 39
39 5983444 31 1618 95 105 1 39
39 6739894 31 1619 105 106 1 39
39 7305424 31 1621 106 109 1 39
39 6781024 31 1620 109 111 1 39
39 7463121 31 1622 111 114 1 39
40 7676321 30 1647 105 111 1 40
40 7336486 30 1645 80 85 1 40
40 7857464 30 1648 80 85 1 40
40 7441794 30 1646 79 83 1 40
40 6506451 30 1643 77 82 1 40
40 6191987 30 1642 76 77 1 40
40 6032398 30 1641 71 74 1 40
40 5495212 30 1640 68 64 1 40
40 7267651 30 1644 68 64 1 40
40 5058824 30 1638 58 50 1 40
40 5320461 30 1639 58 50 1 40
40 4926216 30 1637 44 45 1 40
40 4576848 30 1635 39 44 1 40
40 3820985 30 1633 38 14 0 40
40 2524714 30 1630 8 8 1 40
40 1049706 30 1626 2 6 1 40
40 2047993 30 1629 0 0 1 40
40 630426 30 1623 0 6 1 40
41 918102 25 1650 0 0 1 41
41 1120335 25 1651 8 13 1 41
41 733896 25 1649 8 8 1 41
41 2126474 25 1654 13 17 1 41
41 2568685 25 1657 13 17 1 41
41 1698004 25 1652 18 26 1 41
41 2156638 25 1655 18 18 1 41
41 2635994 25 1659 26 33 1 41
41 2278483 25 1656 33 35 1 41
41 2658312 25 1660 35 38 1 41
41 2776385 25 1661 35 38 1 41
41 2988612 25 1662 35 38 1 41
41 3228900 25 1663 35 38 1 41
41 3419988 25 1666 38 38 1 41
41 2591883 25 1658 43 43 1 41
41 3368993 25 1664 43 47 1 41
41 3684986 25 1668 47 55 1 41
41 3723893 25 1669 47 64 1 41
41 3650457 25 1667 64 64 1 41
41 4664986 25 1670 64 68 1 41
41 4772630 25 1671 68 77 1 41
41 5036435 25 1672 77 84 1 41
41 7570676 25 1682 84 92 2 41
41 7326709 25 1681 92 93 2 41
41 7637212 25 1684 92 93 2 41
41 5563269 25 1673 96 96 1 41
41 6929105 25 1677 96 99 2 41
41 7137804 25 1679 99 99 2 41
41 7024661 25 1678 103 108 2 41
41 5876349 25 1675 108 111 2 41
41 6440443 25 1676 108 108 2 41
42 6221265 41 1705 89 95 1 42
42 5854364 41 1703 81 79 1 42
42 5899732 41 1704 81 83 1 42
42 6407243 41 1706 81 87 1 42
42 5434843 41 1702 73 78 1 42
42 5402230 41 1701 72 76 1 42
42 4895024 41 1700 70 67 1 42
42 4719364 41 1699 61 62 1 42
42 4455098 41 1698 56 60 1 42
42 4242434 41 1696 54 57 1 42
42 4346027 41 1697 51 51 1 42
42 3117741 41 1694 45 36 1 42
42 2924232 41 1693 30 29 1 42
42 2427457 41 1691 23 22 1 42
42 2573060 41 1692 23 22 1 42
42 2245985 41 1690 18 22 1 42
42 1857105 41 1689 16 13 1 42
42 1009673 41 1688 7 12 1 42
42 400470 41 1685 6 6 1 42
42 844066 41 1687 0 0 1 42
43 478221 46 1708 0 0 1 43
43 1234502 46 1710 6 17 1 43
43 329756 46 1707 6 6 1 43
43 664858 46 1709 6 8 1 43
43 1621375 46 1711 17 17 1 43
43 2552753 46 1712 22 32 1 43
43 3258668 46 1713 32 47 1 43
43 4082892 46 1714 32 47 1 43
43 4158271 46 1716 47 50 1 43
43 4647230 46 1717 50 51 1 43
43 4888862 46 1718 51 55 1 43
43 4122780 46 1715 55 66 1 43
43 5895347 46 1719 76 83 1 43
43 6089952 46 1721 83 83 1 43
44 13608 32 1723 0 0 1 44
44 817638 32 1727 0 4 1 44
44 3805212 32 1735 4 4 1 44
44 882580 32 1728 4 6 1 44
44 712294 32 1726 6 7 1 44
44 35508 32 1724 7 10 1 44
44 1135238 32 1729 10 14 1 44
44 682933 32 1725 14 18 1 44
44 2484496 32 1730 18 23 1 44
44 3365640 32 1733 23 28 1 44
44 3388949 32 1734 23 28 1 44
44 3324027 32 1732 28 33 1 44
44 4131473 32 1738 33 40 1 44
44 3956092 32 1737 37 40 1 44
44 4563969 32 1740 40 42 1 44
44 3897100 32 1736 42 45 1 44
44 4248498 32 1739 45 53 1 44
44 4797755 32 1741 53 68 1 44
44 6016215 32 1746 68 74 1 44
44 5548095 32 1742 74 82 1 44
44 5990909 32 1745 74 81 1 44
44 5937254 32 1744 81 82 1 44
44 6874299 32 1747 88 88 1 44
44 7186681 32 1748 93 93 1 44
44 7226114 32 1749 93 104 1 44
44 7287400 32 1750 93 93 1 44
45 500269 36 1751 0 0 1 45
45 581255 36 1752 0 31 0 45
45 1290245 36 1753 31 40 1 45
45 1995736 36 1754 31 40 1 45
45 2890567 36 1761 33 42 1 45
45 2190604 36 1756 40 42 1 45
45 2057679 36 1755 42 43 1 45
45 2421115 36 1757 43 47 1 45
45 2516835 36 1758 47 49 1 45
45 2848034 36 1760 47 49 1 45
45 2641292 36 1759 49 54 1 45
45 3276100 36 1762 54 71 1 45
45 3763009 36 1763 71 73 1 45
45 4231378 36 1765 73 76 1 45
45 5505378 36 1770 78 79 2 45
45 4107709 36 1764 79 83 1 45
45 5290189 36 1769 83 85 2 45
45 4453456 36 1766 85 89 1 45
45 4656242 36 1767 89 90 1 45
45 4978130 36 1768 90 98 2 45
45 7097521 36 1775 98 107 1 45
45 6461088 36 1772 101 107 1 45
45 6966551 36 1774 106 107 1 45
45 6092161 36 1771 107 110 1 45
45 6477520 36 1773 110 110 1 45
46 804441 50 1777 0 0 1 46
46 1976731 50 1779 18 18 1 46
46 3910028 50 1783 18 25 1 46
46 2565971 50 1780 25 34 1 46
46 3852028 50 1782 34 50 1 46
46 4728289 50 1786 50 54 1 46
46 4621407 50 1784 54 72 1 46
46 6192347 50 1788 72 78 1 46
46 6566758 50 1789 78 82 1 46
46 5622024 50 1787 82 90 1 46
47 2945631 33 1801 146 146 2 47
47 4179290 33 1805 146 133 2 47
47 4938565 33 1808 133 120 2 47
47 4547626 33 1806 120 120 2 47
47 6125853 33 1813 107 107 1 47
47 5689794 33 1810 100 82 1 47
47 6081736 33 1812 100 95 1 47
47 6153748 33 1814 100 82 1 47
47 5969091 33 1811 94 82 1 47
47 6583500 33 1815 94 82 1 47
47 4727937 33 1807 82 80 1 47
47 5440663 33 1809 80 71 1 47
47 4096095 33 1804 71 62 1 47
47 3435834 33 1803 62 45 1 47
47 3217096 33 1802 45 39 1 47
47 2751258 33 1800 39 34 1 47
47 2332257 33 1797 34 25 1 47
47 2736861 33 1799 34 23 1 47
47 2509178 33 1798 23 23 1 47
47 793759 33 1792 23 21 2 47
47 329547 33 1790 21 19 2 47
47 1512203 33 1794 19 9 2 47
47 1611911 33 1795 19 9 2 47
